Date,EUR,INR,ISK,JPY,KRW,NOK
02-20-2015,0.87976,62.165001,131.979996,118.987999,1110.599976,7.58439
02-23-2015,0.87862,62.101002,132.179993,119.075996,1109.099976,7.53877
02-24-2015,0.88238,62.171001,132.289993,118.903,1107.699951,7.6199
02-25-2015,0.88191,62.233002,131.770004,118.891998,1111.300049,7.5833
02-26-2015,0.88,61.876999,131.369995,118.821999,1098.680054,7.53772
02-27-2015,0.89243,61.754002,132.619995,119.376999,1100.670044,7.65031
03-02-2015,0.8959,61.651001,132.889999,119.825996,1099.01001,7.67418
03-03-2015,0.89453,61.901001,133.380005,120.204002,1100.589966,7.6911
03-04-2015,0.89428,61.813,133.789993,119.637001,1094.959961,7.7009
03-05-2015,0.90236,62.305,134.639999,119.651001,1099.25,7.76809
03-06-2015,0.90645,62.443001,135.229996,120.044998,1099.890015,7.71927
03-09-2015,0.922,62.452999,136.179993,120.738998,1108.810059,7.8892
03-10-2015,0.92307,62.673,137.490005,121.407997,1113.5,7.94154
03-11-2015,0.93382,62.713001,139.339996,121.038002,1124.859985,8.08832
03-12-2015,0.94798,62.755001,138.860001,121.411003,1128.97998,8.20098
03-13-2015,0.94106,62.535,138.880005,121.318001,1123.02002,8.11232
03-16-2015,0.95405,63.076,139.470001,121.343002,1136.219971,8.2075
03-17-2015,0.94581,62.789001,138.389999,121.366997,1129,8.2612
03-18-2015,0.94357,62.616001,138.429993,121.279999,1127.160034,8.31096
03-19-2015,0.92166,62.693001,137.860001,120.064003,1109.890015,8.18762
03-20-2015,0.9373,62.483002,138.020004,120.762001,1119.300049,8.084
03-23-2015,0.92365,62.403,136.649994,120.027,1111.780029,8.02065
03-24-2015,0.91366,62.223,134.970001,119.75,1103.430054,7.8826
03-25-2015,0.91726,62.278,135.009995,119.791,1101.670044,7.87046
03-26-2015,0.91237,62.462002,134.410004,119.517998,1098.97998,7.84249
03-27-2015,0.91858,62.828999,136.300003,119.182999,1102.949951,7.9053
03-30-2015,0.9187,62.514999,135.889999,119.25,1101.72998,7.96902
03-31-2015,0.92334,62.508999,136.880005,120.013,1105.5,8.0077
04-01-2015,0.93126,62.306,136.779999,120.022003,1107.099976,8.06013
04-02-2015,0.92851,62.168999,136.880005,119.573997,1097.869995,8.01942
04-03-2015,0.9199,62.060001,136.880005,119.696999,1089.119995,7.99002
04-06-2015,0.90898,62.060001,136.880005,118.822998,1089.119995,7.91252
04-07-2015,0.91451,62.060001,135.740005,119.476997,1089.119995,7.93832
04-08-2015,0.92386,62.308998,135.490005,120.290001,1092.319946,8.0661
04-09-2015,0.92719,62.181999,136.580002,120.094002,1090.150024,8.05503
04-10-2015,0.93729,62.313999,138.270004,120.550003,1093.790039,8.0863
04-13-2015,0.94252,62.269001,138.809998,120.209,1091.939941,8.10748
